2022-11-28 02:40:12 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:22 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_8.0_clnsp2.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:23 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:23 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:23 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:23 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:24 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:24 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:24 | INFO     | DF | Model loaded
2022-11-28 04:31:24 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_9.0_clnsp2.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:26 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:26 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:26 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:26 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:27 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:27 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:27 | INFO     | DF | Model loaded
2022-11-28 04:31:27 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_0.0_clnsp3.wav' in 0.4s (RT factor: 0.011)
2022-11-28 04:31:28 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:28 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:28 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:28 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:29 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:29 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:29 | INFO     | DF | Model loaded
2022-11-28 04:31:30 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_1.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:31 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:31 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:31 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:31 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:32 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:32 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:32 | INFO     | DF | Model loaded
2022-11-28 04:31:32 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_2.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:34 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:34 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:34 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:34 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:35 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:35 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:35 | INFO     | DF | Model loaded
2022-11-28 04:31:35 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_3.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:36 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:36 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:36 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:36 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:37 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:37 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:37 | INFO     | DF | Model loaded
2022-11-28 04:31:38 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_4.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:39 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:39 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:39 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:39 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:40 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:40 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:40 | INFO     | DF | Model loaded
2022-11-28 04:31:40 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_5.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:42 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:42 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:42 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:42 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:43 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:43 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:43 | INFO     | DF | Model loaded
2022-11-28 04:31:43 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_6.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:44 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:44 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:44 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:44 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:45 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:45 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:45 | INFO     | DF | Model loaded
2022-11-28 04:31:46 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_7.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:47 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:47 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:47 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:47 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:48 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:48 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:48 | INFO     | DF | Model loaded
2022-11-28 04:31:48 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_8.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:50 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:50 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:50 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:50 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:51 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:51 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:51 | INFO     | DF | Model loaded
2022-11-28 04:31:51 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_9.0_clnsp3.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:52 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:52 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:52 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:52 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:53 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:53 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:53 | INFO     | DF | Model loaded
2022-11-28 04:31:54 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_0.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:55 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:55 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:55 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:55 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:56 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:56 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:56 | INFO     | DF | Model loaded
2022-11-28 04:31:57 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_1.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:31:58 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:31:58 | INFO     | DF | Running on host workstation3
2022-11-28 04:31:58 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:31:58 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:31:59 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:31:59 | INFO     | DF | Running on device cuda:2
2022-11-28 04:31:59 | INFO     | DF | Model loaded
2022-11-28 04:31:59 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_2.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:00 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:00 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:00 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:00 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:01 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:01 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:01 | INFO     | DF | Model loaded
2022-11-28 04:32:02 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_3.0_clnsp4.wav' in 0.4s (RT factor: 0.012)
2022-11-28 04:32:03 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:03 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:03 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:03 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:04 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:04 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:04 | INFO     | DF | Model loaded
2022-11-28 04:32:05 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_4.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:06 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:06 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:06 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:06 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:07 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:07 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:07 | INFO     | DF | Model loaded
2022-11-28 04:32:07 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_5.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:09 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:09 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:09 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:09 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:10 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:10 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:10 | INFO     | DF | Model loaded
2022-11-28 04:32:10 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_6.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:11 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:11 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:11 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:11 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:12 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:12 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:12 | INFO     | DF | Model loaded
2022-11-28 04:32:13 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_7.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:14 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:14 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:14 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:14 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:15 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:15 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:15 | INFO     | DF | Model loaded
2022-11-28 04:32:15 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_8.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:16 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:16 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:17 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:17 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:17 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:17 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:17 | INFO     | DF | Model loaded
2022-11-28 04:32:18 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_9.0_clnsp4.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:19 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:19 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:19 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:19 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:20 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:20 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:20 | INFO     | DF | Model loaded
2022-11-28 04:32:21 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_0.0_clnsp5.wav' in 0.4s (RT factor: 0.011)
2022-11-28 04:32:22 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:22 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:22 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:22 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:23 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:23 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:23 | INFO     | DF | Model loaded
2022-11-28 04:32:23 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_1.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:25 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:25 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:25 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:25 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:26 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:26 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:26 | INFO     | DF | Model loaded
2022-11-28 04:32:26 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_2.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:27 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:27 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:27 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:27 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:28 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:28 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:28 | INFO     | DF | Model loaded
2022-11-28 04:32:29 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_3.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:30 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:30 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:30 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:30 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:31 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:31 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:31 | INFO     | DF | Model loaded
2022-11-28 04:32:31 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_4.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:33 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:33 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:33 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:33 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:34 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:34 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:34 | INFO     | DF | Model loaded
2022-11-28 04:32:34 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_5.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:35 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:35 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:35 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:35 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:36 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:36 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:36 | INFO     | DF | Model loaded
2022-11-28 04:32:37 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_6.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:38 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:38 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:38 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:38 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:39 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:39 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:39 | INFO     | DF | Model loaded
2022-11-28 04:32:39 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_7.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:41 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:41 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:41 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:41 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:42 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:42 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:42 | INFO     | DF | Model loaded
2022-11-28 04:32:42 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_8.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-28 04:32:43 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-28 04:32:43 | INFO     | DF | Running on host workstation3
2022-11-28 04:32:43 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-28 04:32:43 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-28 04:32:44 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-28 04:32:44 | INFO     | DF | Running on device cuda:2
2022-11-28 04:32:44 | INFO     | DF | Model loaded
2022-11-28 04:32:45 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_9.0_clnsp5.wav' in 0.3s (RT factor: 0.011)
2022-11-30 02:38:53 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:38:53 | INFO     | DF | Running on host workstation3
2022-11-30 02:38:53 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:38:53 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:38:54 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:38:54 | INFO     | DF | Running on device cuda:2
2022-11-30 02:38:54 | INFO     | DF | Model loaded
2022-11-30 02:38:56 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:38:56 | INFO     | DF | Running on host workstation3
2022-11-30 02:38:56 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:38:56 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:38:57 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:38:57 | INFO     | DF | Running on device cuda:2
2022-11-30 02:38:57 | INFO     | DF | Model loaded
2022-11-30 02:38:58 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:38:58 | INFO     | DF | Running on host workstation3
2022-11-30 02:38:58 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:38:58 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:38:59 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:38:59 | INFO     | DF | Running on device cuda:2
2022-11-30 02:38:59 | INFO     | DF | Model loaded
2022-11-30 02:39:00 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:00 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:00 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:00 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:01 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:01 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:01 | INFO     | DF | Model loaded
2022-11-30 02:39:02 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:02 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:02 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:02 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:03 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:03 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:03 | INFO     | DF | Model loaded
2022-11-30 02:39:04 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:04 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:04 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:04 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:05 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:05 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:05 | INFO     | DF | Model loaded
2022-11-30 02:39:06 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:06 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:06 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:06 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:07 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:07 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:07 | INFO     | DF | Model loaded
2022-11-30 02:39:09 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:09 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:09 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:09 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:10 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:10 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:10 | INFO     | DF | Model loaded
2022-11-30 02:39:11 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:39:11 | INFO     | DF | Running on host workstation3
2022-11-30 02:39:11 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:39:11 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:39:12 | INFO     | DF | Found checkpoint models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:39:12 | INFO     | DF | Running on device cuda:2
2022-11-30 02:39:12 | INFO     | DF | Model loaded
2022-11-30 02:41:08 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:08 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:08 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:08 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:09 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:09 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:09 | INFO     | DF | Model loaded
2022-11-30 02:41:09 | INFO     | DF | Enhanced noisy audio file 'noisy1_SNRdb_0.0_clnsp1.wav' in 0.3s (RT factor: 0.052)
2022-11-30 02:41:11 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:11 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:11 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:11 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:12 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:12 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:12 | INFO     | DF | Model loaded
2022-11-30 02:41:12 | INFO     | DF | Enhanced noisy audio file 'noisy1_SNRdb_10.0_clnsp1.wav' in 0.2s (RT factor: 0.047)
2022-11-30 02:41:13 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:13 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:13 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:13 | INFO     | DF | Initializing model `deepfilternet2`
